Model,Dataset,Segment_Length,Overlap,Missingness,MAF_Bin,Num_SNPs,Bin_Acc,Bin_R2,Bin_Precision,Bin_Recall,Bin_F1,Overall_Acc,Overall_R2,Overall_Precision,Overall_Recall,Overall_F1,MAF_bin
BiUNet,LOS,128,16,0.25,,17490,0.9846965665361892,0.9597694242069532,0.9817092609454836,0.9843077659533817,0.9829953855126812,0.9930128915760372,0.8934670947471959,0.9817686322128556,0.9787828509847878,0.9802705568016016, 20%~30%
BiUNet,LOS,128,16,0.25,,13326,0.984295449035431,0.9661729995604128,0.9833420080526364,0.9847267939149024,0.9840162843837706,0.9930128915760372,0.8934670947471959,0.9817686322128556,0.9787828509847878,0.9802705568016016, 30%~40%
BiUNet,LOS,128,16,0.25,,12129,0.9845549234616758,0.9694836803215252,0.9843873296726896,0.9847025335618464,0.9845223993244028,0.9930128915760372,0.8934670947471959,0.9817686322128556,0.9787828509847878,0.9802705568016016, 40%~50%
Beagle,LOS,-1,0,0.25,,72297,0.99628526629647,0.8975876507090095,0.7404376091382177,0.7380864556227104,0.7392500801477704,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 0.1%~0.5%
Beagle,LOS,-1,0,0.25,,41655,0.992287532816881,0.8271978659267352,0.7426156839232017,0.7399482194025966,0.7412587931069009,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 0.5%~1%
Beagle,LOS,-1,0,0.25,,120279,0.9637170501660562,0.7986784364157409,0.7428066296990236,0.7421749685592727,0.7424865745893074,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 1%~10%
Beagle,LOS,-1,0,0.25,,30423,0.8753729465814073,0.8008595557900482,0.7418954164663943,0.7419732808399544,0.7419304937648572,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 10%~20%
Beagle,LOS,-1,0,0.25,,17490,0.813375775168228,0.8026632929448966,0.7421548229160451,0.742478734998798,0.7423147842393346,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 20%~30%
Beagle,LOS,-1,0,0.25,,13326,0.772915728650758,0.8041405109879288,0.7424478431489484,0.7430311611730694,0.742736539864459,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 30%~40%
Beagle,LOS,-1,0,0.25,,12129,0.7514866890330655,0.8040670444025217,0.7412765289536554,0.7421634971572681,0.741715811382907,0.941320247031579,0.8266782932220382,0.7430390983087405,0.7427900090080839,0.7429121036094226, 40%~50%
